label,message
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,Flight landed early. See you at arrivals in 20 mins.
ham,Thanks for the invite but I already have plans with the family.
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net"
ham,Flight landed early. See you at arrivals in 20 mins.
ham,Just sent you the email with all the documents attached.
ham,That's so funny I literally can't stop laughing lol
ham,Thanks for the invite but I already have plans with the family.
ham,Just arrived at Heathrow. Where are you parked?
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,What time do you want to meet up tomorrow at the gym?
ham,Is that seriously how you spell his name?
ham,Can you send me the quarterly report by end of day? Thanks
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,How was your weekend? Did you end up going to that festival?
ham,Not feeling great today. Going to work from home if that's ok.
spam,"URGENT! Your mobile was awarded a £2,000 prize on this week's prize draw! Tap here to claim: bit.ly/claim2000"
spam,CLAIM YOUR FREE PRIZE! You have been randomly selected to win a Sony PlayStation 5. Call 0906 472 1234 to claim
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,Hey! How are you doing? Haven't heard from you in a while.
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,That's so funny I literally can't stop laughing lol
ham,What time do you want to meet up tomorrow at the gym?
ham,Is that seriously how you spell his name?
ham,Working late tonight so probably won't be back until 9.
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,"Package arrived safely, thank you so much for sending it."
ham,Just had the best coffee at this new cafe near the office.
spam,"You've been selected for a £500 Tesco gift card reward! To claim your prize, please call 09050000327 before 12pm tomorrow."
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
spam,Congratulations ur awarded 500 of bonus points. call customer service 09061743810 Pobox279BRISTOL18WX
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,Just sent you the email with all the documents attached.
ham,Dinner tonight at 7? Let me know if that still works for you.
ham,"Sure, let me know when you're free to talk this week."
ham,Just sent you the email with all the documents attached.
ham,Flight landed early. See you at arrivals in 20 mins.
ham,What time do you want to meet up tomorrow at the gym?
ham,The kids absolutely loved the film. Thanks for the recommendation!
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net"
ham,I finished the coding assignment. Can we review it together tomorrow?
spam,You have an important customer service announcement. Call freephone 0800 542 0825 NOW. Or ignore this message at your peril
spam,GET 50 FREE TEXT MSGS for life or £100 cash! Just call FREE 0800 298 8032. T&Cs apply T&Cs apply.
ham,Not feeling great today. Going to work from home if that's ok.
spam,"URGENT! Your mobile was awarded a £2,000 prize on this week's prize draw! Tap here to claim: bit.ly/claim2000"
ham,Flight landed early. See you at arrivals in 20 mins.
spam,Had your mobile 11 months or more? U R entitled to update to the latest colour mobiles with camera for free! Call The Mobile Update Co FREE on 08002986030
ham,Thanks for the invite but I already have plans with the family.
ham,Thanks for the invite but I already have plans with the family.
ham,Fine if that's the way u feel. That's the way its gota b
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,Can you send me the quarterly report by end of day? Thanks
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,I'm still at the library studying. Home around 6 for dinner.
spam,CLAIM YOUR FREE PRIZE! You have been randomly selected to win a Sony PlayStation 5. Call 0906 472 1234 to claim
ham,Thanks for the invite but I already have plans with the family.
ham,Not feeling great today. Going to work from home if that's ok.
ham,Thanks for the invite but I already have plans with the family.
ham,Sounds like a great plan! Really looking forward to it.
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,Not feeling great today. Going to work from home if that's ok.
ham,Can you send me the quarterly report by end of day? Thanks
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k?"
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Ok lar... Joking wif u oni...
ham,How was your weekend? Did you end up going to that festival?
ham,How was your weekend? Did you end up going to that festival?
ham,Can you call me when you get a chance? Need to talk.
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,No worries at all! See you tomorrow bright and early.
spam,Claim your FREE gift now! 3 FREE text messages + Ringtone = 3 x 150p standard rate msgs. To stop receiving texts call 0845 355 5566
ham,The restaurant was fully booked so I made a reservation for next week instead.
spam,"You've been selected for a £500 Tesco gift card reward! To claim your prize, please call 09050000327 before 12pm tomorrow. 18+ only."
ham,Just arrived at Heathrow. Where are you parked?
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,Just arrived at Heathrow. Where are you parked?
ham,Just checking in to see how you're getting on with the project.
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,Ok lar... Joking wif u oni...
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info Reply STOP to opt out."
ham,Are we still meeting for lunch tomorrow at that Italian place?
spam,Free entry in 2 a weekly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,Fine if that's the way u feel. That's the way its gota b
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,Can you send me the quarterly report by end of day? Thanks
ham,Sounds like a great plan! Really looking forward to it.
ham,Working late tonight so probably won't be back until 9.
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,I'm still at the library studying. Home around 6 for dinner.
ham,Just checking in to see how you're getting on with the project.
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
spam,CONGRATULATIONS! Nokia 3650 video camera phone is your prize! Reply or call 08718726978 to claim! Reply STOP to opt out.
ham,Is that seriously how you spell his name?
ham,Can you pick up some milk on the way home? We're completely out.
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,Sounds like a great plan! Really looking forward to it.
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,"Package arrived safely, thank you so much for sending it."
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,I've got a spare ticket for the concert if you want to come?
spam,"DOUBLE MINUTES DOUBLE TEXTS for 3 months for FREE from Orange today, call Mobile Upgrades FREE on 0800 073 5995 to get upgrade Valid today only!"
ham,Just checking in to see how you're getting on with the project.
ham,Just arrived at Heathrow. Where are you parked?
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 5/9/03 This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
spam,"Todays Voda numbers ending 7876 are selected 2 receive a £350 award. If you feel this is not 4 U, dial 150 Freephone 0800 542 0825"
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,I'm still at the library studying. Home around 6 for dinner.
spam,Free ringtone! Simply text CHAT to 86688 to receive 3 ringtones to your handset. Std rate applies. 3 msgs@150p. STOP STOP
ham,Fine if that's the way u feel. That's the way its gota b
ham,Dinner tonight at 7? Let me know if that still works for you.
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,The restaurant was fully booked so I made a reservation for next week instead.
spam,"You've been selected for a £500 Tesco gift card reward! To claim your prize, please call 09050000327 before 12pm tomorrow."
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,Just had the best coffee at this new cafe near the office.
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,Fine if that's the way u feel. That's the way its gota b
ham,Fine if that's the way u feel. That's the way its gota b
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,Did you watch the match last night? What a game! We won!
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,What time do you want to meet up tomorrow at the gym?
ham,Ok lar... Joking wif u oni...
spam,Had your mobile 11 months or more? U R entitled to update to the latest colour mobiles with camera for free! Call The Mobile Update Co FREE on 08002986030
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,"Sure, let me know when you're free to talk this week."
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,Can you help me move some furniture this Saturday? Won't take long.
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm Reply STOP to opt out.
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332. Please call 08081263000. Billed at 150p/month (max £6.00/yr)
spam,Tones and graphics 4 ur mobile. 10p/msg wap.lwm.co.uk to see all Ó£1 to play. STOP? Text STOP to 62468. Customer service 0845 601 0790
ham,I've got a spare ticket for the concert if you want to come?
ham,No worries at all! See you tomorrow bright and early.
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,That's so funny I literally can't stop laughing lol
ham,Flight landed early. See you at arrivals in 20 mins.
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,What time do you want to meet up tomorrow at the gym?
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,Just checking in to see how you're getting on with the project.
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,I just got back from the gym. So tired but feel great!
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Can you send me the quarterly report by end of day? Thanks
ham,Not feeling great today. Going to work from home if that's ok.
ham,Thanks for the invite but I already have plans with the family.
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,I've got a spare ticket for the concert if you want to come?
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,Just arrived at Heathrow. Where are you parked?
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
spam,Claim your FREE gift now! 3 FREE text messages + Ringtone = 3 x 150p standard rate msgs. To stop receiving texts call 0845 355 5566
ham,Just arrived at Heathrow. Where are you parked?
ham,Is that seriously how you spell his name?
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,What time do you want to meet up tomorrow at the gym?
ham,Just checking in to see how you're getting on with the project.
ham,Is that seriously how you spell his name?
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net"
ham,Fine if that's the way u feel. That's the way its gota b
ham,What time do you want to meet up tomorrow at the gym?
ham,How was your weekend? Did you end up going to that festival?
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Working late tonight so probably won't be back until 9.
ham,Flight landed early. See you at arrivals in 20 mins.
ham,No worries at all! See you tomorrow bright and early.
ham,I've been searching for the right words to thank you for this breather.
ham,"Sure, let me know when you're free to talk this week."
ham,"Package arrived safely, thank you so much for sending it."
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,Is that seriously how you spell his name?
ham,Fine if that's the way u feel. That's the way its gota b
ham,I just got back from the gym. So tired but feel great!
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,Ok lar... Joking wif u oni...
ham,"Sure, let me know when you're free to talk this week."
ham,Ok lar... Joking wif u oni...
ham,"Package arrived safely, thank you so much for sending it."
ham,Can you call me when you get a chance? Need to talk.
spam,Claim your FREE gift now! 3 FREE text messages + Ringtone = 3 x 150p standard rate msgs. To stop receiving texts call 0845 355 5566
spam,NEW SEXY CHAT: Talk to gorgeous girls and guys! Call 0909 120 0440. Charged at 150ppm. Must be 18+ Valid today only!
ham,How was your weekend? Did you end up going to that festival?
ham,How was your weekend? Did you end up going to that festival?
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k?"
ham,Working late tonight so probably won't be back until 9.
spam,Your loan of up to £500 is pre-approved. No credit check needed. Reply YES to activate or call 0845 519 2903 T&Cs apply.
ham,Fine if that's the way u feel. That's the way its gota b
ham,Can you pick up some milk on the way home? We're completely out.
ham,Flight landed early. See you at arrivals in 20 mins.
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,Working late tonight so probably won't be back until 9.
ham,How was your weekend? Did you end up going to that festival?
ham,Happy birthday! Hope you have an amazing day with lots of cake!
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net T&Cs apply."
ham,No worries at all! See you tomorrow bright and early.
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,Just had the best coffee at this new cafe near the office.
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,The restaurant was fully booked so I made a reservation for next week instead.
spam,"Todays Voda numbers ending 7876 are selected 2 receive a £350 award. If you feel this is not 4 U, dial 150 Freephone 0800 542 0825"
ham,Dinner tonight at 7? Let me know if that still works for you.
spam,"You've been selected for a £500 Tesco gift card reward! To claim your prize, please call 09050000327 before 12pm tomorrow."
ham,"Finally finished that book you recommended. You were right, it was brilliant."
spam,"Our records show you may be due PPI compensation up to £4,200! Call us FREE 0800 197 3805 today. Stop msg reply STOP"
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,No worries at all! See you tomorrow bright and early.
ham,Just arrived at Heathrow. Where are you parked?
ham,Did you watch the match last night? What a game! We won!
ham,I just got back from the gym. So tired but feel great!
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,Can you pick up some milk on the way home? We're completely out.
ham,"Sure, let me know when you're free to talk this week."
spam,"Todays Voda numbers ending 7876 are selected 2 receive a £350 award. If you feel this is not 4 U, dial 150 Freephone 0800 542 0825"
spam,CLAIM YOUR FREE PRIZE! You have been randomly selected to win a Sony PlayStation 5. Call 0906 472 1234 to claim Reply STOP to opt out.
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Just sent you the email with all the documents attached.
ham,Not feeling great today. Going to work from home if that's ok.
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
spam,This is the 2nd time we have tried 2 contact u. U have WON the £750 Superstore Gift Card. To claim call 09061743890 now
ham,How was your weekend? Did you end up going to that festival?
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,Just checking in to see how you're getting on with the project.
ham,I'm still at the library studying. Home around 6 for dinner.
ham,That's so funny I literally can't stop laughing lol
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,That's so funny I literally can't stop laughing lol
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,Thanks for the invite but I already have plans with the family.
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,I'm still at the library studying. Home around 6 for dinner.
ham,Did you catch the bus? Or are you still at home waiting for me?
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net"
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,"Package arrived safely, thank you so much for sending it."
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
spam,"URGENT! Your mobile was awarded a £2,000 prize on this week's prize draw! Tap here to claim: bit.ly/claim2000"
spam,GET 50 FREE TEXT MSGS for life or £100 cash! Just call FREE 0800 298 8032. T&Cs apply
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,Ok lar... Joking wif u oni...
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
spam,WINNER!! As a valued network customer you have been selected 2 receivea £900 prize reward! To claim call 09061701461
spam,You have an important customer service announcement. Call freephone 0800 542 0825 NOW. Or ignore this message at your peril 18+ only.
ham,Just had the best coffee at this new cafe near the office.
ham,I've been searching for the right words to thank you for this breather.
ham,Just sent you the email with all the documents attached.
ham,Dinner tonight at 7? Let me know if that still works for you.
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,"Package arrived safely, thank you so much for sending it."
ham,Can you pick up some milk on the way home? We're completely out.
ham,That's so funny I literally can't stop laughing lol
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,Sounds like a great plan! Really looking forward to it.
spam,"DOUBLE MINUTES DOUBLE TEXTS for 3 months for FREE from Orange today, call Mobile Upgrades FREE on 0800 073 5995 to get upgrade"
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,Thanks for the invite but I already have plans with the family.
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,Can you send me the quarterly report by end of day? Thanks
ham,Are you coming to the leaving party on Friday? Should be a good night.
spam,Urgent! call 09066358361 NOW! Find out how to claim 2 free airline tickets worth £1500. Wkly comp for 150 tkts 18+. 75p/call
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k?"
ham,Fine if that's the way u feel. That's the way its gota b
ham,Is that seriously how you spell his name?
ham,No worries at all! See you tomorrow bright and early.
ham,Happy birthday! Hope you have an amazing day with lots of cake!
spam,"Todays Voda numbers ending 7876 are selected 2 receive a £350 award. If you feel this is not 4 U, dial 150 Freephone 0800 542 0825 18+ only."
spam,"You've been selected for a £500 Tesco gift card reward! To claim your prize, please call 09050000327 before 12pm tomorrow. Reply STOP to opt out."
ham,Just arrived at Heathrow. Where are you parked?
spam,Free ringtone! Simply text CHAT to 86688 to receive 3 ringtones to your handset. Std rate applies. 3 msgs@150p. STOP STOP
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,I finished the coding assignment. Can we review it together tomorrow?
spam,"DOUBLE MINUTES DOUBLE TEXTS for 3 months for FREE from Orange today, call Mobile Upgrades FREE on 0800 073 5995 to get upgrade"
ham,Is that seriously how you spell his name?
spam,You have an important customer service announcement. Call freephone 0800 542 0825 NOW. Or ignore this message at your peril T&Cs apply.
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
spam,Tones and graphics 4 ur mobile. 10p/msg wap.lwm.co.uk to see all Ó£1 to play. STOP? Text STOP to 62468. Customer service 0845 601 0790 T&Cs apply.
spam,GET 50 FREE TEXT MSGS for life or £100 cash! Just call FREE 0800 298 8032. T&Cs apply
ham,"Sure, let me know when you're free to talk this week."
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,Just sent you the email with all the documents attached.
ham,I'm still at the library studying. Home around 6 for dinner.
ham,Did you catch the bus? Or are you still at home waiting for me?
spam,"Todays Voda numbers ending 7876 are selected 2 receive a £350 award. If you feel this is not 4 U, dial 150 Freephone 0800 542 0825 Reply STOP to opt out."
ham,"Sure, let me know when you're free to talk this week."
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,I'm still at the library studying. Home around 6 for dinner.
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,No worries at all! See you tomorrow bright and early.
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,How was your weekend? Did you end up going to that festival?
ham,Working late tonight so probably won't be back until 9.
ham,Dinner tonight at 7? Let me know if that still works for you.
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,Fine if that's the way u feel. That's the way its gota b
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,Working late tonight so probably won't be back until 9.
ham,Working late tonight so probably won't be back until 9.
spam,This is the 2nd time we have tried 2 contact u. U have WON the £750 Superstore Gift Card. To claim call 09061743890 now
ham,Ok lar... Joking wif u oni...
ham,Just had the best coffee at this new cafe near the office.
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,Is that seriously how you spell his name?
ham,Just had the best coffee at this new cafe near the office.
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 5/9/03 This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
spam,"You've been selected for a £500 Tesco gift card reward! To claim your prize, please call 09050000327 before 12pm tomorrow. Reply STOP to opt out."
ham,"Package arrived safely, thank you so much for sending it."
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,Can you pick up some milk on the way home? We're completely out.
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min18+
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332. Please call 08081263000. Billed at 150p/month (max £6.00/yr)
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,I just got back from the gym. So tired but feel great!
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,I just got back from the gym. So tired but feel great!
ham,Sounds like a great plan! Really looking forward to it.
ham,I'm still at the library studying. Home around 6 for dinner.
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,Are you coming to the leaving party on Friday? Should be a good night.
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332. Please call 08081263000. Billed at 150p/month (max £6.00/yr) Valid today only!
ham,Sounds like a great plan! Really looking forward to it.
ham,Working late tonight so probably won't be back until 9.
ham,Working late tonight so probably won't be back until 9.
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,Can you call me when you get a chance? Need to talk.
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,Can you send me the quarterly report by end of day? Thanks
ham,No worries at all! See you tomorrow bright and early.
ham,Ok lar... Joking wif u oni...
ham,Just had the best coffee at this new cafe near the office.
spam,GET 50 FREE TEXT MSGS for life or £100 cash! Just call FREE 0800 298 8032. T&Cs apply 18+ only.
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,Just sent you the email with all the documents attached.
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,Can you help me move some furniture this Saturday? Won't take long.
spam,You have an important customer service announcement. Call freephone 0800 542 0825 NOW. Or ignore this message at your peril 18+ only.
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,Not feeling great today. Going to work from home if that's ok.
ham,I'm still at the library studying. Home around 6 for dinner.
ham,Not feeling great today. Going to work from home if that's ok.
ham,I just got back from the gym. So tired but feel great!
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,Working late tonight so probably won't be back until 9.
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,Dinner tonight at 7? Let me know if that still works for you.
ham,Just had the best coffee at this new cafe near the office.
ham,Flight landed early. See you at arrivals in 20 mins.
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
spam,"Todays Voda numbers ending 7876 are selected 2 receive a £350 award. If you feel this is not 4 U, dial 150 Freephone 0800 542 0825"
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
spam,NEW SEXY CHAT: Talk to gorgeous girls and guys! Call 0909 120 0440. Charged at 150ppm. Must be 18+
ham,Can you call me when you get a chance? Need to talk.
ham,How was your weekend? Did you end up going to that festival?
ham,Can you pick up some milk on the way home? We're completely out.
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,Thanks for the invite but I already have plans with the family.
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,Just sent you the email with all the documents attached.
ham,Working late tonight so probably won't be back until 9.
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,Fine if that's the way u feel. That's the way its gota b
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 5/9/03 This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,No worries at all! See you tomorrow bright and early.
ham,Just sent you the email with all the documents attached.
ham,Thanks for the invite but I already have plans with the family.
ham,"Let me know when you've arrived safely, just to put my mind at rest."
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 5/9/03 This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU Valid today only!"
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
spam,Had your mobile 11 months or more? U R entitled to update to the latest colour mobiles with camera for free! Call The Mobile Update Co FREE on 08002986030
ham,"Package arrived safely, thank you so much for sending it."
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,Is that seriously how you spell his name?
ham,Ok lar... Joking wif u oni...
spam,GET 50 FREE TEXT MSGS for life or £100 cash! Just call FREE 0800 298 8032. T&Cs apply
